Year,LaborShare,CapitalShare,ProfitShare,Profitshare1,LaborShareIncludingOfficers,USPopultion,TotalPatentApplications,PtntppPatentApplicationPopula,Patent4YMAFouryearmovingaver,TotalPatentgranted,PatentInventionGrantsPercent,NumberofCopyrightregistered,CprtppCopyrightRegisteredPopu,Cprt4YMAFouryearmovingaverag,NumberofTrademarksRegistered,TrademarksRegisteredPopulation,TrdmarkGDPTrademarksRegistere,Trdmark4YMAFouryearmovingave,GrowthrateGrowthRateofRealG,ProductivityNonFarmOutputper,CorporateSectorIntangibleAsse,privatesectorRDExpensesNom,PriceindexforRDexpenses20,RealGDP1982pricesBalkeandG,RealGDPBillionof2012prices,TotalRDExpensesBillion,TotalRDGDP,CorptaxCorporateTaxRateofhi,MaxtaxMaximalIndividualMargin,PresidentThePresidentsParty,UnionmembersofunionNonFarm,Percentemployedmembersofunio,BLSdataonEmployedwageandsa,FriedmanUnionMembers,AllNonFarmEmployed,CivilianLaborForcethousands,Unemployedthousands,Totalnonfarmemployeesthousa,totalgovernmentemployeesthou,Unemployedasafractionofthe,CivilianunemploymentRate,YEAR,WorkersinvolvedinStopagesas,AS,FederalExpendituresMillion,DefenseExpendituresBillion,DefenseasafractionofFederalE,DefenseGDPDefenseExpenditures,FederalGDPFederalExpenditures,Threeyearmovingaverageofpro,Fouryearlagofthethreeyear,Fiveyearlagofthethreeyear,FouryearMovingaverageofpric,changeinCPI,InventoryValuationAdjustment,ValueAddedforCorrespondingye,IVAValueAdded,YearswhenabsolutevalueofIVA,YearsofInflationsorDeflation,BI,Adjustedfouryearmovingaverag,HouseMedianMedianideologyHouse,HouseMeanmeanideologyHouse,IdeologyPresmedianideologyPresid,SenateMedianmedianideologySena,SenateMeanmeanideologySenate,BalanceofPayments,PagesofRegulations,YearsWithoutCFRRegulations,BS,BT,BU,BV,InterpolatedPagesofRegulations,CivilServants,PolicyUncertainty,NGDPNominal,BOPGDP,NeutralTechChangeBocola,NumberofDOJAntitrustCases,AntitrustCivilCases,NumberofPrivateAntitrustCase,RestraintofTradecases,NumberofMergersandAcquisitio,MiningManufacturingMergers,MiningManufacturingMergerValu,Sizeofpublicutilities,Minimumwages,MinimumwagecoveragefromBrow,ManufacturingAHE,MedianWage,MinWagebiteadjustedforcovera,CivServPop,mergers_GDP,nonDefenseGDP,privateRD_GDP,privateRD_growth,publicRD_GDP,publicRD_growth,patentappsGDP,patentgrantsGDP,copyrightsGDP,imputed_privateRDgrowth,imputed_publicRDgrowth,cumprod_privRDgrowth,cumprod_pubRDgrowth,regulationgrowth,imputed_regulations,cumprod_regulations
1929,.5631934306569344,.2493654744409981,.1326965693546223,.1485184331330834,.624087591240876,121878,94272,.7734948062816915,.7600769999224535,48174,.1229086229086229,164666,1.351072383859269,1.521995141943329,14514,.1190862994141683,13.08274743104381,13.89524330647859,6.434678266086702,4.058272632674309,.0291970802919708,.2,9.641,709.6,1109.4,.251,.239961759082218,11,24,1,11.40115256886111,,3625,,31795.03105590062,,,,,4.09,2.89,1929,1.2,,3127,1,31.97953309881676,.9624639076034648,3.009624639076034,.0173783882034266,.0334847019767001,.0282097241733889,-.9727917579273382,0,.472,54.8,.8613138686131387,0,0,1929,.125,.259,.117427,.4041666666666666,.221,.1263853,772,9.092763092851525,,,,,,,476461,96.05656833333332,104600,.0073804971319312,,8,.0052641067243555,,17,1216,587,1993.3,,,0,,,0,3.909327360147032,1.096087975482243,2.0471606,.0019120458891013,,.0004875717017208,,84.975662,43.423473,148.42798,1.0064316,1.181155,1.0064316,1.181155,,1.0022076,1.0651908
1930,.5738796680497925,.2506074565033318,.1132722115464607,.1326965693546223,.6390041493775933,123188,93752,.761048154040978,.767821597612234,47938,.1269347907714131,175125,1.421607624119232,1.493701127293733,13246,.1075267071468,13.04896069352773,13.48406097140949,-8.5,-1.09999999999999,.0352697095435685,.2,9.263,,1015.1,.282,.3058568329718004,12,25,1,12.09486156664598,11.6,3632,,30029.28127772848,,,,,12.39,8.94,1930,.8,,3320,1,30.12048192771084,.9560229445506693,3.173996175908222,.0126590899578126,.0270446457526266,.0334847019767001,0,-2.5,3.26,48.2,6.763485477178423,1,0,1930,0,.259,.117427,.4041666666666666,.221,.1263853,690,9.111252759906639,,,,,,,497857,87.29925333333334,92200,.0074837310195228,,7,.0043443995665452,,12,786,281,1756.8,,,0,,,0,4.041440724745917,.7743079499556694,2.2179732,.0021691973969631,1.134490238611714,.0008893709327549,1.82408234443452,92.357407,47.224903,172.51994,,,1,1,,1.0020335,1.0628444
1931,.6005820105820106,.3381478392993381,-.0128039239554227,.1132722115464607,.671957671957672,124149,83967,.6763405263030713,.7443331163850447,54698,.126092361695126,167107,1.346019702132115,1.437766854271715,11400,.0918251455911848,12,12.92269020929009,-6.4,1.820020222446916,.0423280423280423,.2,8.493,,950,.318,.4108527131782945,12,25,1,12.67008301731502,12.4,3526,,27829.33620230701,,,,,21.74,15.65,1931,1.6,,3577,1,27.95638803466592,1.084598698481562,3.879609544468547,.0159276428504041,.0068368369367371,.0270446457526266,0,-8.800000000000001,2.414,37.8,6.386243386243387,1,1,1931,0,.0045,.0443119,.4041666666666666,.065,.0712095,197,9.181421140374912,,,,,,,501766,95.41906916666669,77400,.0025452196382429,,3,.0019894736842105,,4,463,,,,,0,,,0,4.041643509009336,.4873684210526316,2.7950108,.0025839793281654,1.191214470284238,.0015245478036176,1.714186676750489,88.386314,57.576843,175.9021,,,1,1,,1.0077013,1.0606875
1932,.6045519713261649,.3286822227952667,-.0371768464511807,-.0128039239554227,.6810035842293907,124949,71397,.5714091349270503,.6955731553881978,56448,.1306689342403628,154710,1.238185179553258,1.339221222415969,9603,.0768553569856501,11.60483383685801,12.43413549035739,-12.9,-1.98609731876862,.0573476702508961,.2,7.305,,827.5,.307,.5159663865546218,13.75,63,1,12.75267707331592,12.9,3226,,25296.64933451642,,,,,31.71,22.89,1932,1.8,,4659,.9,19.31745009658725,1.162790697674419,6.019379844961242,-.004220256987739,.0124901216164705,.0068368369367371,0,-10.3,1.047,27.9,3.752688172043011,0,1,1932,0,.0045,.0443119,.4041666666666666,.065,.0712095,169,9.25052908896753,,,,,,,505076,166.6603733333334,59500,.0028403361344538,,5,.0038066465256798,,3,195,,,,,0,,,0,4.042257240954309,.2356495468277946,4.8565893,.0033613445378151,1.300840336134454,.0017983193277311,1.179575559037174,86.280365,68.215103,186.96072,,,1,1,,1.007527,1.0525813
1933,.5949814126394052,.3018042952948631,-.0268972320978371,-.0371768464511807,.6691449814126395,125690,60185,.478836820749463,.6219086590051407,51218,.1399898473193018,139361,1.108767602832365,1.278645027159243,9130,.0726390325403771,11.17092866756393,11.95618079948742,-1.2,-2.330293819655516,.0594795539033457,.2,6.756,,817.3,.285,.4982517482517482,13.75,63,0,10.67850692389544,11.3,2857,,26754.67666370896,,,,,30.02,20.9,1933,6.3,,4598,.9,19.573727707699,1.512605042016807,7.727731092436975,-.0083212363865907,.0173783882034266,.0124901216164705,0,-5.1,-2.143,26.9,-7.966542750929367,1,0,1933,0,-.175,-.091085,-.368,-.053,-.0099417,150,9.30529762546468,,,,,,,502359,149.7118158333333,57200,.0026223776223776,,9,.0069374770586076,,4,107,,,,,0,,,0,3.996809610947569,.1309188792365105,6.215126,.0034965034965035,1.04020979020979,.001486013986014,.8263348800731977,73.638809,62.66732,170.51389,,,1,1,,1.0059205,1.0447178
1934,.5619999999999999,.2534342620920671,.0621776782064404,-.0268972320978371,.6268656716417911,126485,61070,.4828240502826422,.5523526330655566,47372,.1369796504264122,141217,1.116472308969443,1.202361198371795,11362,.0898288334585129,12.54637809187279,11.83053514907368,10.8,12.55186721991701,.0537313432835821,.2,6.992,,905.6,.303,.4535928143712575,13.75,63,0,10.9989634016718,11.9,3249,,29539.14729370009,,,,,23.64,16.2,1934,7.2,,6541,.8,12.23054578810579,1.398601398601399,11.43531468531469,.0274515869383096,.0126590899578126,.0173783882034266,-2.287087963070364,3.4,-.625,33.5,-1.865671641791045,0,0,1934,-6.675000000000001,-.175,-.091085,-.368,-.053,-.0099417,430,9.358768031500755,,,,,,,565557,188.6408416666667,66800,.006437125748503,,6,.0041740282685512,,14,101,,,,,0,,,0,4.471336522117247,.1115282685512368,10.036714,.0029940119760479,.8562874251497007,.0015419161676647,1.037618879887285,67.435951,52.31007,155.9375,,,1,1,,1.0057462,1.0385689
1935,.5594339622641509,.2611760162607283,.0661824743053095,.0621776782064404,.6226415094339622,127362,63917,.501852985976979,.5087307479840336,44529,.1342945047047991,144439,1.134082379359621,1.149376867678672,10886,.0854729040059044,11.03832893936321,11.59011738391449,8.9,2.672811059907843,.0512129380053908,.2,7.22,,986.2,.326,.4393530997304582,13.75,63,0,12.12659740334259,13.2,3728,,30742.34161490683,,,,,21.13,14.39,1935,5.2,,6412,1,15.59575795383656,1.497005988023952,9.598802395209582,.0429812815338978,.0159276428504041,.0126590899578126,.1695648644958525,2.5,-.227,37.1,-.6118598382749326,0,0,1935,-5.2,-.18,-.1188643,-.368,-.127,-.0765049,-53,9.430456901320806,,,,,,,633394,218.6103416666666,74200,-.0007142857142857,,4,.0021496653822754,,30,125,,,,,0,,,0,4.973178813146778,.1267491381058609,8.1017962,.0026954177897574,.9002695417789758,.0016981132075472,1.10130060450632,64.811394,45.1521,146.46014,,,1,1,,1.00766,1.0326351
1936,.5523887587822014,.1431547124338399,.2014120322968392,.0661824743053095,.6159250585480094,128181,69143,.5394169182640173,.5007326938182753,44388,.1291790574029017,159268,1.242524243062544,1.150461633555993,10722,.0836473424298453,9.630827270277553,11.09661574226937,12.9,3.770197486534999,.0515222482435597,.2,7.466,,1113.3,.35,.4127358490566038,15,79,0,12.46804958478239,13.7,4164,,33397.36477373559,,,,,14.88,9.970000000000001,1936,3.1,,8228,1.1,13.36898395721925,1.482479784366577,11.08894878706199,.0633162525545328,-.004220256987739,.0159276428504041,3.756157440987207,1,-.738,42.7,-1.728337236533958,0,0,1936,-2.375,-.18,-.1188643,-.368,-.127,-.0765049,-92,9.501051759412903,,,,,,,719063,159.4512641666666,84800,-.0010849056603774,,5,.0023803107877481,,33,123,,,,,0,,,0,5.60974715441446,.1104823497709512,9.6064692,.0023584905660377,.8749999999999999,.0017688679245283,1.041666666666667,62.10635,39.870655,143.05937,,,1,1,,1.0074859,1.0247852
1937,.5733126293995859,.1456970422206686,.1857522331416502,.2014120322968392,.6314699792960663,128961,72576,.5627747923790913,.5217171867256825,42875,.1314985422740525,156930,1.216879521715868,1.177489613276869,11242,.0871736416435977,9.60608391010852,10.70540455290552,5.1,.6920415224913601,.0496894409937888,.3,7.836,,1170.3,.367,.3946236559139785,15,79,0,20.95065055942174,22.6,7218,,34452.39077196096,,,,,13.25,9.18,1937,7.2,,7580,1.1,14.51187335092348,1.297169811320755,8.938679245283021,.0237835002297807,-.0083212363865907,-.004220256987739,3.666532952131369,3.6,-.031,48.3,-.0641821946169772,0,0,1937,.4500000000000002,-.197,-.1355785,-.368,-.171,-.1312718,214,9.583102820798553,,,,,,,735256,164.339375,93000,.0023010752688172,,7,.0031701273177818,,18,119,,,,,0,,,0,5.701382588534519,.1016833290609246,7.6415095,.0032258064516129,1.367741935483871,.0007204301075269,.4072831541218639,62.01487,36.635906,134.09383,,,1,1,,1.008636,1.0171708
1938,.5746279069767442,.200986423331668,.1174089255055413,.1857522331416502,.6348837209302326,129969,75006,.5771068485561942,.5452878862940705,43130,.133920704845815,168663,1.297717147935277,1.222800823018327,10204,.0785110295532011,9.017320607988689,9.823140181934495,-3.3,2.577319587628857,.0581395348837209,.3,7.565,,1131.6,.402,.459954233409611,19,79,0,24.58409845101299,27.5,8265,,33619.292635315,,,,,18.27,12.47,1938,2.8,,6840,1.2,17.5438596491228,1.290322580645161,7.35483870967742,.0234651953221841,.0274515869383096,-.0083212363865907,2.745820688426984,-1.9,.963,43,2.23953488372093,0,0,1938,2.625,-.197,-.1355785,-.368,-.171,-.1312718,1165,9.664192294096855,10936,,,,,10936,718769,178.91715,87400,.0133295194508009,,10,.0046836337928597,,28,107,,,,.0625,.5,.49,,.0520416333066453,5.530311074179227,.0945563803464122,6.0645161,.0034324942791762,1.064073226544622,.0011670480549199,1.619932374739575,66.283142,38.114174,149.04825,,,1,1,,1.0084617,1.0084617
1939,.5730021141649049,.1940619037547096,.1314560666469818,.1174089255055413,.6300211416490487,131028,71306,.5442042922123516,.5558757128529136,48711,.1301143478885673,175450,1.339026772903501,1.274036921404297,10521,.0802958146350398,8.606839005235601,9.215267698402592,8,3.517587939698474,.0570824524312896,.3,7.717,,1222.4,.431,.4614561027837259,19,79,0,29.30379023968412,28.6,8980,,30644.5,,,30644.5,4039.583333333333,16.27,11.27,1939,3.5,,9141,1.3,14.22163877037523,1.48741418764302,10.45881006864988,.0226231634993956,.0429812815338978,.0274515869383096,2.857757428737393,-1.4,-.714,47.3,-1.509513742071882,0,0,1939,0,-.106,-.0308637,-.368,-.1105,-.0829904,1030,9.133822136631716,12180,.1137527432333577,.1021346469622332,.1023645782258641,.0207402819116278,11165.18417981861,757894,168.4107666666667,93400,.0110278372591006,,31,.0134407722513089,,31,87,,,,.2625,.55,.4941667,,.2342433697347894,5.784214061116708,.0711714659685864,8.9713955,.0032119914346895,.9357601713062099,.0014025695931478,1.201809631775622,58.332787,39.84866,143.52913,,,1,1,.9451200740501507,,1
1940,.5536044362292052,.1760258416416553,.1760998515191581,.1314560666469818,.6081330868761552,132122,69484,.5259078730264453,.5524984515435206,48467,.1268491963604102,179467,1.358343046578163,1.302991622283202,9974,.0754908342289702,7.498120583370921,8.682091026675934,8.800000000000001,.6472491909385258,.055452865064695,.4,7.856,,1330.2,.497,.4829931972789115,24,81.09999999999999,0,27.59684660361931,26.9,8944,,32409.5,,,32409.5,4251,13.54,9.51,1940,1.7,,9468,2,21.12378538234051,2.141327623126338,10.13704496788008,.0224738557275529,.0633162525545328,.0429812815338978,1.722058856976014,1,-.2,54.1,-.3696857670979667,0,0,1940,0,-.106,-.0308637,-.368,-.1105,-.0829904,1543,9.287159183198996,14880,.2216748768472906,.1814516129032258,.1827859349288747,.1011616386146385,12353.77914549131,786395,187.3023083333333,102900,.0149951409135083,,65,.0131935047361299,,33,140,,,,.3,.55,.5275,,.2605922551252848,5.952036753909265,.1052473312283867,7.9957175,.0038872691933916,1.210236475542598,.0009426627793975,.6720969740131602,52.235756,36.435875,134.91731,,,1,1,1.016787829265069,,1
1941,.5446857142857143,.1423781864894282,.2257932420820003,.1760998515191581,.5942857142857143,133402,59609,.4468373787499438,.5235140981362337,47656,.1114445190532147,180647,1.354155110118289,1.337310519383808,8530,.0639420698340355,5.447694469280879,7.642493666469022,17.7,6.591639871382626,.0528571428571429,.6,8.701000000000001,,1565.8,.906,.7006960556844547,31,81,0,28.65135929380003,27.9,10489,,36609.08333333334,,,36609.08333333333,4727,8.390000000000001,5.99,1941,6.1,,13653,8,58.59518054640006,7.774538386783285,13.26822157434402,.0358549233400654,.0237835002297807,.0633162525545328,3.697831381794012,5,-2.471,70,-3.53,0,0,1941,0,-.1185,-.0440756,-.368,-.11,-.0769619,1286,9.267903690381601,19565,.3148521505376344,.2394582162024022,.2426163667450455,.1609920704308092,14511.68359839951,881609,150.23885,129300,.0099458623356535,,71,.0122429429045855,,32,111,,,,.3,.55,.6058334,,.235068493150685,6.60866403802042,.0708902797292119,5.4936833,.0046403712296984,1.193735498839907,.0023665893271462,2.510536513024136,38.069359,30.43556,115.37041,,,1,1,.9979266541643618,,1
1942,.5612457142857142,.1474571338922644,.2181542946791642,.2257932420820003,.6034285714285714,134860,49827,.3694720450837906,.4716053972681328,42242,.093343118223569,182232,1.351267981610559,1.350698227802628,6795,.0503855850511642,3.650282030620467,6.300734022126967,18.9,.7541478129713397,.0502857142857143,.6,10.189,,1861.5,1.148,.6915662650602409,40,88,0,26.75068200319408,25.9,10762,,40230.75,,,40230.75,5592.916666666666,4.28,3.1,1942,2,,35137,27.1,77.12667558414206,20.95901005413766,27.17478731631864,.026643456250975,.0234651953221841,.0237835002297807,5.55997935399578,10.7,-1.204,87.5,-1.376,0,1,1942,0,-.1185,-.0440756,-.368,-.11,-.0769619,-53,8.31664623027936,22900,.170457449527217,.1456331877729258,.1463118965115069,.0646876001972707,15481.43695766503,1005291,184.6616583333333,166000,-.0003192771084337,,46,.0066720386784851,,16,118,,,,.3,.55,.7391667,,.1984962406015038,7.454330416728459,.0633897394574268,6.2157774,.0036144578313253,.7789156626506024,.0033012048192771,1.394920859910229,26.767124,22.692451,97.895248,,,1,1,.8973600188476847,,1
1943,.5831400966183574,.1408394813151894,.2103199389746657,.2181542946791642,.6193236714975845,136739,48520,.3548365864895897,.4242634708374423,33330,.0787578757875788,160789,1.175882520714646,1.309912164755414,5595,.0409173681246755,2.56839882482556,4.791123977024457,17,3.742514970059885,.0483091787439614,.5,11.692,,2178.4,1.413,.6957163958641064,40,88,0,32.02842379788739,31.1,13642,,42593.41666666666,,,42593.41666666666,6223.25,2.44,1.77,1943,4.6,,78555,48.7,61.99478072687926,29.33734939759036,47.3222891566265,.0369610088480462,.0226231634993956,.0234651953221841,5.847647236367237,6.1,-.773,103.5,-.7468599033816425,0,1,1943,0,.0065,.0191711,-.368,.01,.0057573,-2109,7.150720538867799,20893,-.0876419213973799,-.0960608816349974,.0877863944109704,.0061620980967341,15577.12962186961,1099350,146.7289833333334,203100,-.010384047267356,,22,.0027267719427102,,14,213,,,,.3,.55,.8566667,,.1739483020780537,8.039769195328326,.0977781858244583,17.98494,.0024618414574101,.6811094698834729,.0044953225012309,1.361721779569951,22.273228,15.30022,73.810593,,,1,1,.8598081896081328,,1
1944,.5903168685927306,.1440964882158376,.1956891595008448,.2103199389746657,.6253494874184529,138397,59295,.4284413679487272,.3998968445680128,31007,.0826910052568775,169269,1.223068419113131,1.276093507889156,6025,.0435341806542049,2.562085388671543,3.557115178349612,8,8.441558441558449,.0512581547064306,.5,12.526,,2351.6,2.059,.9175579322638147,40,94,0,34.7985791155371,33.8,14621,,42016.08333333334,,,42016.08333333333,6187.916666666666,1.69,1.23,1944,4.8,,91304,60.5,66.26215718917024,29.78828163466273,44.95519448547514,.0431274040819656,.0224738557275529,.0226231634993956,4.847119878656664,1.7,-.287,107.3,-.2674743709226468,0,0,1944,0,.0065,.0191711,-.368,.01,.0057573,-1967,6.442511643470965,22081,.0568611496673527,.0538019111453286,.0538349260210183,-.027789370293218,15150.21038078632,1085902,128.9679391666667,224400,-.0087655971479501,,19,.0021814934512672,,8,324,,,,.3,.55,.9116667000000001,,.1614299153339605,7.846282795147293,.1377785337642456,15.166913,.0022281639928699,.9050802139037433,.0069474153297683,1.545476509831255,25.214746,13.185491,71.980354,,,1,1,.9009597855842136,,1
1945,.5950595238095238,.1597078331000174,.1628913732491889,.1956891595008448,.6359126984126984,139928,75964,.5428791950145789,.4239072986341716,29235,.0722421754746024,178848,1.278143044994569,1.257090491608226,7490,.0535275284431994,3.216524950614103,2.999322798682918,-1,4.191616766467043,.058531746031746,.5,12.751,,2328.6,2.056,.9017543859649124,40,94,0,36.53017640450825,35.5,14796,,40503.5,,,40503.5,6082.583333333333,2.64,1.93,1945,8.199999999999999,,92712,60.8,65.57942876865994,27.09447415329768,41.31550802139037,.0545856339269513,.0358549233400654,.0224738557275529,4.09845544398747,2.3,-.5639999999999999,100.8,-.5595238095238095,0,0,1945,0,-.044,-.0166219,-.371,-.0585,-.0244352,-1323,6.562430871099351,24267,.0989991395317241,.0900811802035686,.0902382004900463,.00861390417581,15281.27652644195,1181735,140.5499658333333,228000,-.0058026315789474,,20,.0054109765524349,,6,333,,,,.325,.55,.8983333999999999,,.1683876811594203,8.445307586758904,.143004380314352,14.221034,.0021929824561404,.9842105263157894,.0068245614035088,.9823165997096653,32.622177,12.554754,76.804947,,,1,1,1.018613738595244,,1
1946,.612069943289225,.1865878345410724,.1087146229258463,.1628913732491889,.6606805293005672,141389,91826,.6494564640813641,.493903403383565,24640,.0672077922077922,202144,1.429701037563035,1.276698755596345,8106,.0573311926670392,3.938010104935872,3.07125481726177,-11.6,-6.641123882503197,.0633270321361059,.8,13.234,,2058.4,2.248,.9881318681318683,38,86.45,0,35.87718282412417,34.5,14974,,41736.83333333334,,,41736.83333333333,5704.75,5.21,3.95,1946,10.5,,55232,25.3,45.80677867902665,11.09649122807017,24.22456140350877,.0199735044184076,.026643456250975,.0358549233400654,6.650534013777214,8.5,-5.263,105.8,-4.974480151228733,0,1,1946,0,-.044,-.0166219,-.371,-.0585,-.0244352,4917,7.571975381757547,26998,.1125396629167182,.1011556411586043,.1013789378654952,.019754641551259,15586.15412580974,1280304,125.60715,227500,.0216131868131868,,37,.01132432957637,,9,419,,,,.4,.55,.9466667,,.1920268569030634,9.055188168810869,.2035561601243684,13.12807,.0035164835164835,1.603516483516484,.0063648351648352,.9326365151557955,44.610378,11.970463,98.20443,,,1,1,1.153836974512628,,1
1947,.5966588235294118,.1694797202968872,.1436653777423285,.1087146229258463,.643921568627451,144126,83179,.577126958355883,.5494759963501383,22293,.0725339792760059,230215,1.597317624856029,1.382057531631691,8976,.062278839348903,4.411244348338903,3.531966198140105,-1.1,-.3419972640218871,.0611764705882353,1.1,14.402,,2034.8,2.44,.9775641025641025,38,86.45,0,35.09642751428766,33.7,15414,,43919,,,43919,5565.333333333333,5.68,4.41,1947,4.7,,34496,18.9,54.78896103896103,8.307692307692308,15.16307692307693,-.0093050146001935,.0369610088480462,.026643456250975,9.842108082544048,14.4,-5.899,127.5,-4.626666666666666,0,1,1947,0,.1,.0550913,-.374,.066,.0605102,9289,8.405901238890431,32662,.2097933180235573,.1734125283203723,.1745728538051465,.0929485574909102,17104.32784089425,1251859,127.8790716666667,249600,.0372155448717949,,25,.0077403184588166,,11,404,,,,.4,.55,1.093333,,.1749235474006116,8.685865145775225,.1985453115785335,6.8553848,.0044070512820513,1.253255208333333,.0053685897435897,.8434766344383055,40.87822,10.955868,113.13889,,,1,1,1.110133197097019,,1
1948,.5774562231749665,.1773393699347462,.1582776443988431,.1436653777423285,.623545516769336,146631,75847,.5172644256671509,.5716817607797442,27973,.070925535337647,238121,1.623947187156877,1.482277223642627,11472,.078237207684596,5.415152230351664,4.245232908560135,4.1,2.5,.0574948665297741,1.1,15.357,,2118.5,2.733,.9956284153005466,38,82.13,0,33.38247976187164,31.9,15000,,44933.75,60634.5,2276.416666666667,44933.75,5739.833333333333,5.489265418652692,3.75,1948,4.2,,29764,17.6,59.13183711866684,7.051282051282053,11.92467948717949,-.0149437371550836,.0431274040819656,.0369610088480462,10.94747534636191,7.8,-2.152,146.1,-1.472963723477071,0,1,1948,0,.1,.0550913,-.374,.066,.0605102,2417,8.665966589948029,38500,.178739819974282,.1516363636363636,.152404533808951,.0707802374947148,18358.8502208049,1200047,85.85454666666665,274500,.0088051001821494,,44,.0130847297616238,,11,219,,,,.4,.55,1.205833,,.1621545003543586,8.184128867701919,.1033750295020061,4.8733974,.0040072859744991,.9092896174863389,.0059489981785064,1.1081118995188,35.802219,13.204154,112.40076,,,1,1,1.030938425716256,,1
1949,.5738202745969504,.1903701716296474,.1421032600671085,.1582776443988431,.6209790209790209,149188,74660,.5004423948306834,.5610725607337704,39675,.0782608695652174,201190,1.348566908866665,1.499883189610651,15968,.1070327372174706,7.579986708440141,5.336098348016646,-.6,3.2,.0601398601398601,1,15.093,,2106.6,2.699,.9904587155963303,38,82.13,0,34.22020703225255,32.6,15000,,43833.75,61394.75,3712.166666666667,43833.75,5948.083333333333,8.923942352766771,6.05,1949,6.7,,38835,18.1,46.60744174069782,6.593806921675776,14.14754098360656,.017860009119927,.0545856339269513,.0431274040819656,8.982920356580298,-1,1.856,143,1.297902097902098,0,0,1949,0,-.105,-.0581079,-.374,.0095,-.0192222,879,9.178296781543716,,,,.1334294622812919,.0518051659670556,19334.99999999999,1222234,78.29587583333334,272500,.0032256880733945,,31,.0092708630019937,,10,121,,,,.4,.55,1.2525,,.1588337382853176,8.192575810386895,.0574385265356499,7.5537338,.0036697247706422,.9157631359466223,.0062348623853211,1.048052495266774,35.440994,18.833666,95.504608,,,1,1,1.059119797691115,,1
1950,.5619508021605378,.1570317066023063,.189715825598661,.1421032600671085,.6088834053053671,151684,74108,.4885683394425253,.5208505295740606,47847,.0921269881079274,210564,1.388175417314944,1.489501784548629,16817,.1108686479786925,7.345271893426513,6.187913795139306,8.699999999999999,6.7,.0586057988895743,1.2,15.664,,2289.5,3.076,1.026017344896598,42,84.36,0,33.12556244444567,31.5,15000,,45282.25,62121.66666666666,3230,45282.25,6118.916666666666,7.619122503538292,5.208333333333333,1950,5.1,,42562,19,44.6407593628119,6.972477064220184,15.61908256880734,.0413333333333333,.0199735044184076,.0545856339269513,7.144423396880678,1,-4.965,162.1,-3.062924120913017,0,0,1950,0,-.105,-.0581079,-.374,.0095,-.0192222,-1843,10.05940161607338,,,,1.467724085094211,,23031,1207559,79.36768916666666,299800,-.0061474316210807,,48,.0113212491810439,,5,219,,,,.75,.55,1.315833,,.2827949901120633,7.961017641939822,.0956540729416903,8.6466055,.0040026684456304,1.09072715143429,.0062575050033356,1.003631614719799,32.368641,20.898449,91.969429,,,1,1,1.095998729993286,,1
1951,.5730745030368261,.1590650162826407,.1822845926288648,.189715825598661,.6167922497308934,154287,64788,.4199187228995314,.4815484707099728,48548,.1006838592732965,200354,1.298579919241414,1.414817358144975,17376,.1126212837115246,7.024011642008246,6.841105618556641,8,2.6,.0543595263724435,1.4,17.045,,2473.8,3.48,1.003170942634765,50.75,91,0,34.97076206423478,33.3,16760,,47925.75,62016.66666666666,2049.916666666667,47925.75,6500.916666666666,4.715189084851935,3.283333333333333,1951,4.5,,45514,33,72.50516324647361,11.00733822548366,15.18145430286858,.0416666666666667,-.0093050146001935,.0199735044184076,4.804958508482388,7.9,-1.199,185.8,-.6453175457481163,0,1,1951,0,-.002,-.0114888,-.374,.043,.0306162,877,10.71751960546528,,,,,,26513,1247168,79.73825083333334,346900,.0025281060824445,,42,.0091680814940577,,18,227,,,,.75,.55,1.446667,,.2627066748315983,8.083428934388509,.0917616622200663,4.1741161,.0040357451715192,1.008263668684539,.0059959642548285,.9582036692950846,26.189669,19.624868,80.990379,,,1,1,1.065423174708556,,1
1952,.5875345022289247,.1504929804704989,.1732545685826277,.1822845926288648,.6307692307692307,156954,69631,.4436395376989437,.463142248717921,46676,.1207258548290342,203705,1.297864342418798,1.333296646960455,16172,.103036558482103,6.280632257563401,7.057475625359576,4.1,1.9,.0564102564102564,1.9,17.185,,2574.9,4.263,1.160631636264634,52,92,0,34.25171088147886,32.5,16750,,48902.66666666666,62152.66666666666,1880.25,48902.66666666666,6725.833333333333,4.267758684282702,3.025,1952,7.3,,67686,42.2,62.34671867151257,12.16488901700778,19.51167483424618,.0373333333333333,-.0149437371550836,-.0093050146001935,4.087512051457281,2.2,.981,195,.5030769230769231,0,0,1952,0,-.002,-.0114888,-.374,.043,.0306162,590,11.34646005670123,,,,.569856825637612,,29216,1263517,70.78413083333332,367300,.0016063163626463,,27,.0056623558196435,,16,288,,,,.75,.55,1.526667,,.2480485689505638,8.050237649247551,.1118490038448095,7.346786,.0051728832017424,1.281766559060324,.0064334331609039,1.072960559383443,27.042215,18.127306,79.111809,,,1,1,1.058683396381681,,1
