Year,LaborShare,CapitalShare,ProfitShare,Profitshare1,LaborShareIncludingOfficers,USPopultion,TotalPatentApplications,PtntppPatentApplicationPopula,Patent4YMAFouryearmovingaver,TotalPatentgranted,PatentInventionGrantsPercent,NumberofCopyrightregistered,CprtppCopyrightRegisteredPopu,Cprt4YMAFouryearmovingaverag,NumberofTrademarksRegistered,TrademarksRegisteredPopulation,TrdmarkGDPTrademarksRegistere,Trdmark4YMAFouryearmovingave,GrowthrateGrowthRateofRealG,ProductivityNonFarmOutputper,CorporateSectorIntangibleAsse,privatesectorRDExpensesNom,PriceindexforRDexpenses20,RealGDP1982pricesBalkeandG,RealGDPBillionof2012prices,TotalRDExpensesBillion,TotalRDGDP,CorptaxCorporateTaxRateofhi,MaxtaxMaximalIndividualMargin,PresidentThePresidentsParty,UnionmembersofunionNonFarm,Percentemployedmembersofunio,BLSdataonEmployedwageandsa,FriedmanUnionMembers,AllNonFarmEmployed,CivilianLaborForcethousands,Unemployedthousands,Totalnonfarmemployeesthousa,totalgovernmentemployeesthou,Unemployedasafractionofthe,CivilianunemploymentRate,YEAR,WorkersinvolvedinStopagesas,AS,FederalExpendituresMillion,DefenseExpendituresBillion,DefenseasafractionofFederalE,DefenseGDPDefenseExpenditures,FederalGDPFederalExpenditures,Threeyearmovingaverageofpro,Fouryearlagofthethreeyear,Fiveyearlagofthethreeyear,FouryearMovingaverageofpric,changeinCPI,InventoryValuationAdjustment,ValueAddedforCorrespondingye,IVAValueAdded,YearswhenabsolutevalueofIVA,YearsofInflationsorDeflation,BI,Adjustedfouryearmovingaverag,HouseMedianMedianideologyHouse,HouseMeanmeanideologyHouse,IdeologyPresmedianideologyPresid,SenateMedianmedianideologySena,SenateMeanmeanideologySenate,BalanceofPayments,PagesofRegulations,YearsWithoutCFRRegulations,BS,BT,BU,BV,InterpolatedPagesofRegulations,CivilServants,PolicyUncertainty,NGDPNominal,BOPGDP,NeutralTechChangeBocola,NumberofDOJAntitrustCases,AntitrustCivilCases,NumberofPrivateAntitrustCase,RestraintofTradecases,NumberofMergersandAcquisitio,MiningManufacturingMergers,MiningManufacturingMergerValu,Sizeofpublicutilities,Minimumwages,MinimumwagecoveragefromBrow,ManufacturingAHE,MedianWage,MinWagebiteadjustedforcovera,CivServPop,mergers_GDP,nonDefenseGDP,privateRD_GDP,privateRD_growth,publicRD_GDP,publicRD_growth,patentappsGDP,patentgrantsGDP,copyrightsGDP,imputed_privateRDgrowth,imputed_publicRDgrowth,cumprod_privRDgrowth,cumprod_pubRDgrowth,regulationgrowth,imputed_regulations,cumprod_regulations
1903,.5425093682407132,.2086542102332479,.210225395171346,.2121419858797556,.6065093682407132,80632,50059,.620832919932533,.5984544850378356,31568,.1192029903699949,99122,1.229313423950789,1.218475150829121,2186,.0271108244865562,4.485788576390318,4.251929372331951,2.871287128712874,1.615798922800726,,,,311.7,487.3167700112738,,,0,0,1,10.96521043366939,,1824,2256.5,16634.42768411713,,,,,5.82,3.53,1903,5.9,,517,.202,39.0715667311412,.8840262582056893,2.262582056892779,.0199042172708402,.0333206140457348,.0077821147964166,1.528566228954853,2.917493289765427,-.3397667126119918,29.49877359511311,-1.151799451989011,0,0,1903,.7438901915518548,.339,.0863868,.403,.318,.1518817,225,7.996696016986602,,,,,,,254721.4285714286,81.705315,26180,.0085943468296409,,2,.0034064085255297,,,116,142,297.6,,,0,,,0,3.159061273085482,.2380381861213527,1.3785558,.0009014243169761,,.0000830784718296,,102.72374,64.779221,203.40363,1.0405173,.82318771,2.2070813,4.8311315,,1.0035576,1.2128226
1904,.5726527489343376,.2379700281198511,.1494592475916352,.210225395171346,.6366527489343377,82166,51986,.6326947885986904,.6189760676975353,30816,.1066004672897196,104431,1.270975829418494,1.222222603860145,2158,.0262639047781321,4.266803086954839,4.281709775021843,3.785691369906963,-.1766784452296832,,,,323.5,505.7650789176999,,,0,0,1,12.37915293867574,,2067,,16697.42679680568,,,,,8.1,4.92,1904,4.3,,584,.268,45.89041095890411,1.1199331383201,2.440451316339323,-.0111573476958458,.0154066097016678,.0333206140457348,.7264029723612175,.9411497902256372,.0434112802148612,28.05916103390556,.1547133934703351,0,0,1904,1.473263513993212,.339,.0863868,.403,.318,.1518817,142,8.023751511390419,,,,,,,243702.1428571428,97.58033499999999,25928,.0054767047207652,,1,.0016410781103672,,,63,79,110.5,,,0,,,0,2.965973064979953,.1245637601845018,1.3205181,.0009766745989933,,.0000755345340517,,102.78685,60.929474,206.48123,1.0834793,.90919501,2.1211386,5.8688092,,1.0033834,1.2085232
1905,.5734970131864416,.2250317828700606,.1627696386196711,.1494592475916352,.6374970131864417,83822,54815,.6539452649662379,.6331596926625429,30263,.1087796979810329,114747,1.368936556035408,1.26381808025815,4490,.0535658896232493,8.131133497114439,5.279584586488345,9.180834621329215,2.300884955752203,,,,353.2,552.1985343855691,,,0,0,1,10.88685973306472,,1918,,17617.56876663709,,,,,6.36,3.89,1905,2.1,,567,.244,43.03350970017637,.9341500765696783,2.170750382848392,.0124666847777442,.0432750798509215,.0154066097016678,.7891541277817327,-.9323747472477995,-.5491365313653137,30.57739789712647,-1.795890327923944,0,0,1905,1.456116774748328,.382,.158131,.403,.3295,.1430937,165,8.044897184741624,,,,,,,251966.8571428572,88.61377916666667,29066,.0056767357049474,,5,.0029880557394741,,,199,226,243,,,0,,,0,3.00597524686666,.3603776316093036,1.2366003,.001051844100262,,.0000828045486826,,99.26683,54.804565,207.80026,1.0769647,1.0962476,1.9577103,6.4549508,,1.0026354,1.2044481
1906,.5390570770631085,.1987711012664957,.2261276169777911,.1627696386196711,.6030570770631085,85450,56277,.6585956699824459,.6415171608699768,31794,.1091715418003397,118799,1.390275014628438,1.314875206008282,10568,.1236746635459333,18.38334848557723,8.816768411509207,4.105322763306907,7.785467128027679,,,,367.7,574.8680665163471,,,0,0,1,10.19304938094555,,1892,,18561.66814551908,,,,,4,2.45,1906,2,*,570,.247,43.33333333333334,.8790035587188612,2.02846975088968,.033032245461834,.0195687259120095,.0432750798509215,1.610310946697213,1.882299580451274,-.1949789771880125,35.08051536676625,-.5558041982836066,0,0,1906,.9760874697047922,.382,.158131,.403,.3295,.1430937,149,8.064697420532148,,,,,,,277944.5714285714,77.43045666666667,31336,.0047549144753638,,14,.0080366266089484,,,98,128,377.8,,,0,,,0,3.252715873944663,.1704738977655723,1.1494662,.0010249896165893,,.0001016633388502,,97.895508,55.306602,206.65437,.97446913,1.2277507,1.8178035,5.8882236,,1.0024612,1.2012823
1907,.5222980514426463,.1921235401028592,.2497769857075118,.2261276169777911,.5862980514426464,87008,58575,.6732139573372563,.6546124202211576,36449,.1060660100414278,124814,1.434511769032733,1.366174792278768,7878,.0905433983082015,13.91979537991269,11.1752701123898,-1.550176774544465,.6420545746388617,,,,362,565.9565952649378,,,0,0,1,10.81590888087977,,2077,,19203.19432120674,,,,,4.93,3.07,1907,1.95,*,579,.247,42.65975820379965,.8552631578947369,2.004847645429363,.0357613555280625,.0199042172708402,.0195687259120095,2.363892605007356,4.629938786867016,.1231841039251292,37.01951295503616,.3327545234718469,0,0,1907,1.202141978298635,.353,.1024737,.403,.325,.1454356,119,8.085531508212757,,,,,,,287963.2857142857,65.38357916666666,34178,.0034817719000527,,10,.005830835840786,,,85,87,185.8,,,0,,,0,3.309618491567278,.1501881958990326,1.1495845,.0010320001725436,,.000095612692935,,103.49734,64.402466,220.53635,1.0068396,.94048351,1.8654295,4.7959442,,1.0025834,1.1983329
1908,.5739980747727713,.2306611161671421,.1562344535243935,.2497769857075118,.6379980747727714,88710,61273,.69071130650434,.6691165496975701,33493,.0996626160690293,120657,1.360128508623605,1.388462962080046,5191,.0585165144854019,9.702786358789149,12.53426593034838,-5.469613259668515,-5.422647527910696,,,,342.2,535.0009582863584,,,0,0,1,11.18870539104024,,2092,,18697.42679680568,,,,,11.75,7.46,1908,1.9,*,659,.294,44.61305007587254,1.100299401197605,2.466317365269461,.0100162472491861,-.0111573476958458,.0199042172708402,1.904621543548224,-1.765769598978839,-1.057158547008547,32.26516291968814,-3.276470506719403,0,0,1908,1.630253352574032,.353,.1024737,.403,.325,.1454356,235,8.105011453993962,,,,,,,306089,81.79907583333332,30423,.0077244190250797,,7,.0043177492754388,,,41,50,187.6,,,0,,,0,3.450445271108105,.0766353767502129,1.3660179,.0011525510043758,,.0000959931536707,,114.52877,62.603626,225.5267,1.1168128,1.0039792,1.8527573,5.0994453,,1.0024092,1.1952451
1909,.5625918932796594,.2133447876738835,.1876845693095485,.1562344535243935,.6265918932796595,90490,65642,.7254061222234501,.6869817640118731,37249,.1023383178071895,121141,1.338722510774671,1.380909450764862,4184,.0462371532766052,7.003902366619209,12.25245814772457,11.65984804208067,9.106239460371013,,,,382.1,597.3812570462231,,,1,0,1,9.824564127589726,,1965,,20000.88731144632,,,,,8.77,5.65,1909,1.85,*,694,.308,44.38040345821326,1.030789825970549,2.322623828647925,.0144188216903306,.0124666847777442,-.0111573476958458,1.450641630043403,-1.808337845154306,.582222790259653,37.97864435785101,1.533026784141374,0,0,1909,.9535235052729129,.329,.078803,.175,.317,.1244951,-161,8.112258869000481,,,,,,,317954,103.8427966666667,32540,-.0049477566072526,,3,.0016572331125605,,,39,49,89.09999999999999,,,0,,,0,3.513692120676318,.0652849407978368,1.291834,.001116312340894,,.0000950913330549,,109.88293,62.353813,202.78674,.96855783,.99060535,1.6589686,5.0792341,,1.0008942,1.1923724
1910,.5825414887067912,.2307961902979805,.1496713418118534,.1876845693095485,.6465414887067913,92407,64448,.6974363414027076,.6966919318669385,35769,.1039727138024546,109309,1.182908221238651,1.329067752417415,4239,.0458731481381281,7.064540048266306,9.422756038396839,.4449097095001298,-3.091190108191655,,,,383.8,600.0390642615557,,,1,0,1,10.23534057255676,,2116,,20673.4693877551,,,,,9.029999999999999,5.86,1910,1.8,*,694,.284,40.92219020172911,.9090909090909091,2.221510883482714,.0019746727475622,.033032245461834,.0124666847777442,1.024548826554295,4.587560652845157,.2033629536921152,38.07070678235105,.5341717317063073,0,0,1910,.7345327307962862,.329,.078803,.175,.317,.1244951,-158,8.118099632283172,,,,,,,330388,91.07238416666667,33746,-.004682036389498,,15,.014749039732757,,,134,142,257,,,0,,,0,3.57535684526064,.2233187936937214,1.31242,.0012293870489438,,.0000928757773005,,107.40634,59.611118,182.1698,1.1012931,.97670078,1.7128234,5.1274042,,1.00072,1.1913072
1911,.5674119948152527,.2280977982026895,.1685516870071223,.1496713418118534,.6314119948152528,93863,68904,.7340911754365405,.7119112363917596,33865,.1198287317289237,115955,1.235364307554627,1.279280887047889,4205,.044799335201304,6.791977827672798,7.640801650336865,3.178738926524227,3.987240829346095,,,,396,619.1127395715896,,,1,0,1,11.00508046170697,,2318,,21062.99911268855,,,,,10.66,7.02,1911,1.75,*,691,.283,40.95513748191028,.8799751243781094,2.14863184079602,.0333409672717515,.0357613555280625,.033032245461834,.6986034125936236,0,-.787112874555612,40.52731223176727,-1.942178820184958,0,0,1911,1.410847998894757,-.193,-.0170637,.175,.195,.0688056,50,8.175100593228038,,,,,,,335622,92.79029833333334,34675,.0014419610670512,,23,.0219184635247372,,,94,103,210.5,,,0,,,0,3.575658140055187,.1518301821168236,1.2686567,.0013166698442235,,.0001084741760125,,111.29475,54.699245,187.29222,1.070997,1.1679491,1.5552839,5.2497187,,1.0070214,1.1904501
1912,.5816510064223275,.2283549712901293,.1544437973299281,.1685516870071223,.6456510064223275,95335,70819,.7428436565794304,.7249443239105321,37538,.1195854867068038,121824,1.27785178580794,1.258711706343973,5020,.0526564220905229,7.665117243075224,7.131384371408384,5.782828282828278,-1.226993865030668,,,,418.9,654.9149661781285,,,1,0,1,11.03058359107928,,2405,,21803.01685891748,,,,,8.869999999999999,5.86,1912,1.7,*,690,.284,41.15942028985507,.8149210903873744,1.979913916786227,-.0011031438129208,.0100162472491861,.0357613555280625,1.037697235957213,2.636018557570652,.0587433186839292,41.42397044799989,.1418099666657269,0,0,1912,.253363302178003,-.193,-.0170637,.175,.195,.0688056,45,8.231077053423105,,,,,,,340135,78.23922333333333,37745,.0011922108888595,,20,.0180176062685832,,,76,82,322.4,,,0,,,0,3.567787276446216,.1160455996959596,1.1649928,.0014370480503203,,.0001138370035075,,108.13465,57.317364,186.01498,1.0914263,1.0494387,1.4521832,4.4948182,,1.0068473,1.1821496
1913,.5723182253644363,.2149841093140587,.1771993069638429,.1544437973299281,.6363182253644364,97225,70177,.7217999485728979,.7240427804978942,35598,.1183212540030339,120413,1.238498328619182,1.2336556608051,5065,.052095654409874,7.440745840923915,7.240595239984561,3.938887562664117,6.521739130434767,,,,435.4,680.7113303269448,,,1,7,0,11.76980769230769,,2661,,22608.69565217391,,,,,8.56,5.74,1913,1.65,*,715,.293,40.97902097902098,.8014223194748358,1.955689277899343,.0309399536491673,.0144188216903306,.0100162472491861,1.415364272663577,1.705362646394093,.4099451573982669,44.97564765299222,.9114824995099172,0,0,1913,1.353810341315376,-.222,-.0764566,-.398,-.143,.0234554,167,8.329530441573596,,,,,,,341018,117.6720108333333,39517,.0042260293038439,,22,.0190682884531476,,,68,85,175.6,,,0,,,0,3.507513499614297,.099895501911713,1.154267,.0014869863406031,,.0001319811270369,,103.09363,52.295296,176.8929,1.0347506,1.1593869,1.3305372,4.2830687,,1.0119611,1.1741103
1914,.6365369796164708,.2495408202015262,.0756896988505369,.1771993069638429,.7005369796164709,99111,70228,.7085792697077015,.7268285125741425,41614,.1104195703369058,124213,1.253271584385184,1.251246501591734,6817,.0687814672437974,10.83579467847682,8.183408897537189,-7.57923748277446,-8.600583090378999,,,,402.4,629.1186020293122,,,1,7,0,11.88040223018718,,2647,,22280.39041703638,,,,,12.56,8.49,1914,1.6,,726,.298,41.04683195592286,.8700729927007298,2.11970802919708,-.011019459416583,.0019746727475622,.0144188216903306,1.056210880930131,1.010101010100994,-.847008517699115,39.73804260917544,-2.131480219167973,0,0,1914,2.232235464202476,-.222,-.0764566,-.398,-.143,.0234554,-114,8.427709469034951,,,,,,,343898,132.6452416666667,36831,-.0030952187016372,,11,.0103160198713972,,,35,39,159.6,,,0,,,0,3.469826759895471,.0556333891369648,1.249635,.0016234703680012,,.0001114376243681,,111.62919,66.146507,197.43971,1.0917857,.84434515,1.285853,3.6942532,,1.0117869,1.1602325
1915,.6102260840003766,.262201236872101,.08897018370944,.0756896988505369,.6742260840003766,100546,69872,.6949257056471665,.7170371451267991,44662,.0970399892526085,115727,1.150985618522865,1.230151829333793,6262,.0622799514650011,9.598207263628835,8.8849662565262,3.70278330019882,2.711323763955353,,,,417.3,652.4135005636979,,,1,7,0,11.50963418039654,,2560,,22242.23602484472,,,,,13.37,9.039999999999999,1915,1.8,,746,.297,39.81233243967829,.8168316831683169,2.051705170517052,.0021082660133704,.0333409672717515,.0019746727475622,.7511484756114184,1.000000000000001,-4.356537016684983,40.43199540133809,-10.77497406061934,1,0,1915,1.337870553516435,-.103,.0227968,-.398,-.175,.01198,1598,8.527159491251044,,,,,,,337143,130.7706,39048,.0409239909854538,,7,.0045063445153415,,0,62,71,158.4,,,0,,,0,3.353121954130448,.095031755085434,1.2348735,.0015460639056784,,.0000856178563857,,107.09772,68.456581,177.3829,.9523204,.76830298,1.1777523,4.375288,,1.0118003,1.1467164
1916,.5459021337762686,.1891020373128108,.227533593770057,.08897018370944,.6099021337762687,101961,70759,.6939810319632016,.7048214889727419,45651,.0825173599702088,117202,1.149478722256549,1.198058563445945,6791,.0666038975686782,8.956069129965302,9.207704228248719,16.22334052240595,10.7142857142857,,,,485,758.2567643742954,,,2,15,0,11.50716080873251,,2722,,23654.83584738243,,,,,9.5,6.48,1916,8.4,,713,.305,42.77699859747545,.6627553237722729,1.549326379834854,.0160834212928735,-.0011031438129208,.0333409672717515,2.528469004757472,7.920792079207928,-3.745192493138491,49.1207712310878,-7.624457839880606,1,1,1916,1.587870553516435,-.103,.0227968,-.398,-.175,.01198,2952,8.626296197450712,,,,,,,335986,107.6818483333333,50117,.0589021689247162,,2,.0011078041627405,,1,107,117,470,,,0,,,0,3.295240336991595,.1411131493014706,.88657105,.001390482748806,,.0000751077789084,,93.317993,60.2052,154.56769,.89936954,.87724429,1.2367185,5.6947432,,1.011626,1.1333425
1917,.5932476574497596,.2104420058028542,.1392880274837811,.227533593770057,.6572476574497597,103268,70135,.6791552078088081,.6941603037817193,42439,.0756144112726502,112561,1.089989154433125,1.160931269899431,5339,.0517004299492582,7.042602588807552,9.108168415219629,-.0206185567010353,-7.433380084151464,,,,484.9,758.1004227733935,,,6,67,0,12.34750211685013,,2976,,24102.04081632653,,,,,7.61,5.18,1917,6.3,,1954,.602,30.8085977482088,1.092558983666062,3.54627949183303,.0199740979802986,.0309399536491673,-.0011031438129208,6.832091520442196,17.43119266055047,-1.611187936920826,44.41049319488398,-3.627944255990456,0,1,1917,0,.002,.0492357,-.398,-.178,.0248241,3270,8.720455416852319,,,,,,,346518,115.3501458333333,60278,.0542486479312519,,21,.0116343425422893,,20,174,195,678.7,,,0,,,0,3.355521555564163,.2295210433512856,2.4537206,.0015477729037109,,.0000648857921518,,92.51413,55.980709,148.47769,1.1131191,.86390245,1.375095,6.4916272,,1.0109154,1.1203177
1918,.5701791784078649,.2145675165546935,.1493756948951403,.1392880274837811,.634179178407865,103208,59581,.5772905201147198,.661338116383474,39657,.0726983886829563,107436,1.040965816603364,1.107854827953976,4061,.0393477249825595,4.97418080527275,7.642764946918611,7.692307692307709,12.27272727272726,,,,522.2,816.4158399098085,,,12,77,0,13.59699097291876,,3368,,24770.18633540373,,,,,1.87,1.24,1918,6.2,,12677,7.11,56.08582472193737,10.20086083213773,18.18794835007174,.0518454430095383,-.011019459416583,.0309399536491673,12.15912173488052,17.96875,-1.450511165551682,47.913836826479,-3.027332523598015,0,1,1918,0,.002,.0492357,-.398,-.178,.0248241,2190,8.814122927829548,,,,,,,370363,153.61795,76567,.0286024005119699,,10,.0051444371785633,,64,61,71,254.2,,,0,,,0,3.588510580575149,.0747168256886574,7.9870877,.0014354848992991,,.0000601172092188,,72.978745,48.574512,131.5947,.92745185,.92650807,1.235353,7.5143061,,1.0107411,1.1082211
1919,.5654711106216743,.2144292296952868,.146175719545465,.1493756948951403,.6294711106216744,104514,80337,.7686721396176589,.679774724876097,38318,.096221097134506,113771,1.088571865970109,1.092251389815787,4208,.0402625485580879,5.307714641739365,6.570141791446241,-2.891612409038691,7.557354925775983,,,,507.1,792.808258173619,,,10,73,0,16.12904389657246,,4046,,25085.18189884649,,,,,3.47,2.34,1919,20.8,,18493,13.548,73.2601524901314,17.54467754467754,23.94845894845895,.0413223403811726,.0021082660133704,-.011019459416583,15.81012117476941,14.34986270392504,2.744932061441394,49.76401865021968,5.515897099739708,0,1,1919,0,.276,.0814198,-.398,.098,.0694752,3824,8.82533301833791,,,,,,,394208,141.4893916666667,79090,.0483499810342648,,3,.0015892871788478,,121,411,159,777.4,,,0,,,0,3.771820043247795,.5184103416717868,6.4037814,.001484877656591,,.0000711762111914,,101.33219,48.331989,143.5038,1.0344085,1.1839573,1.3319861,8.1103516,,1.0012718,1.096444
1920,.5668088605448065,.2305839116122785,.1404930855738349,.146175719545465,.6308088605448066,106461,86575,.8132085928180273,.7095816150898036,39542,.0951393455060442,127342,1.196137552718836,1.103916097431359,10268,.096448464695992,13.233265628423,7.639440916060667,-2.129757444291069,-.376411543287325,,,,496.3,775.9233652762119,,,10,73,0,19.7209329810901,,5034,,25526.17568766637,,,,,7.47,5.16,1920,7.2,,6358,3.997,62.86568103177099,4.581613938560293,7.28794131132508,.0648455688507197,.0160834212928735,.0021082660133704,16.62322918559507,15.94202898550725,4.87044217202309,50.64135637894589,9.617519198296932,1,1,1920,0,.276,.0814198,-.398,.098,.0694752,2844,8.835020232579142,,,,,,,418053,85.69792749999999,89246,.0318669744302266,,8,.0063923838641389,,18,749,163,809.4,,,0,,,0,3.926818271479697,.9653015149677471,2.7063274,.0016132521971756,,.0000909752188547,,111.57674,50.96122,164.11673,1.0864546,1.2781688,1.2876791,6.8502059,,1.0010977,1.0950513
1921,.5304568265853964,.2281378550831505,.1903150250151384,.1404930855738349,.5944568265853964,108538,93063,.8574232066188801,.7541486147923215,41069,.0964961406413597,136865,1.260986935451178,1.146665542685872,11636,.1072066925869281,15.54443768215081,9.764899689396483,-3.52609308885754,8.438287153652379,,,,478.8,748.5635851183766,,,10,73,1,19.87338113376653,,4722,,23760.42590949423,,,,,16.33,11.33,1921,6.4,,5062,2.581,50.98775187672857,3.522587689368091,6.908693871980347,.0520641017871368,.0199740979802986,.0160834212928735,11.70105820936558,-10.83333333333333,-.8523980764092973,51.55590443675138,-1.653347149510327,0,1,1921,0,.336,.1782772,.445,.272,.1580857,1613,8.852984995496387,,,,,,,422849,96.79365333333332,74314,.0217051968673467,,20,.0165650590631377,,26,485,70,430,,,0,,,0,3.895861357312646,.6479075520662723,3.3861063,.0015912035553098,,.0001241426254477,,124.32211,54.863743,182.83684,.98633277,1.3645763,1.185212,5.3593903,,1.0020334,1.0938506
1922,.5667722183228756,.1997329174809689,.1790331951916424,.1903150250151384,.6307722183228757,110049,88725,.8062317694845024,.811383927134767,39988,.111408422526758,140734,1.278830339212533,1.206131673338164,12793,.1162482167034685,15.94451074295881,12.507482173818,7.184628237259827,-2.439024390243894,,,,513.2,802.345095828636,,,12.5,58,1,15.73076787165624,,3950,,25110.02661934339,,,,,12.33,8.56,1922,8.699999999999999,,3289,.929,28.24566737610216,1.272777092752432,4.506096725578847,.0187428374004039,.0518454430095383,.0199740979802986,3.168337554732714,-6.542056074766355,-.1452930991425955,55.40064553133822,-.262258855919663,0,1,1922,0,.336,.1782772,.445,.272,.1580857,645,8.869444862328928,,,,,,,436381,84.163775,74140,.0086997572160777,,17,.0131364920840136,,32,297,122,501.8,,,0,,,0,3.965333624112895,.3701649097677453,3.2333195,.0017438023613183,,.0001628603792265,,110.58209,49.838905,175.40334,1.0959015,1.3118812,1.201635,3.9275124,,1.0018592,1.0916309
1923,.5641463490946368,.2438054442798196,.1455977186156128,.1790331951916424,.6281463490946368,111947,80333,.7175985064360814,.7986155188393727,40541,.1019461779433166,151087,1.349629735499835,1.271396140720596,14834,.132509133786524,16.21914116970904,15.23533880581041,13.99064692127825,4.52380952380953,,,,585,914.598365276212,,,12.5,43.5,1,13.21533863254492,,3629,,27460.51464063886,,,,,6.19,4.32,1923,3.5,,3140,.68,21.65605095541401,.7942069609904228,3.667367437514599,.03507690762406,.0413223403811726,.0518454430095383,-1.309217112821792,2.000000000000002,.1454538376383764,63.97078318532618,.227375421084013,0,0,1923,3.229125570333152,.208,.0722384,.4205,.2245,.1337404,477,8.901186295142606,,,,,,,442899,88.27502166666666,86238,.0055312043414736,,8,.0054231454902088,,50,300,143,1171.1,,,0,,,0,3.956327547857468,.3280128320690787,2.8731604,.0017622648628434,,.0002062768284148,,87.834183,44.326561,165.19492,1.0105875,1.266587,1.0964808,2.9938018,,1.0035788,1.0896051
1924,.5472351551841561,.2891816128361838,.1165337944361902,.1455977186156128,.6112351551841562,114109,80622,.7065349797123802,.771947115562961,45243,.1043918396215989,164710,1.443444425943615,1.33322285902679,15727,.1378243609180696,16.75167815054668,16.11494193634134,2.64957264957264,6.378132118451041,,,,600.5,938.831313416009,,,12.5,46,1,12.78070937849497,,3549,,27768.41171251109,,,,,7.55,5.29,1924,3.1,,2908,.647,22.24896836313617,.7359799795245138,3.307928563303379,.0282097241733889,.0648455688507197,.0413223403811726,-3.375149641600028,0,-.3258336140114517,65.68113400284783,-.4960840261943773,0,0,1924,.1416598943518919,.208,.0722384,.4205,.2245,.1337404,987,8.931490504423623,,,,,,,451153,114.2923875,87786,.0112432506322193,,13,.0085851418511735,,51,353,149,466,,,0,,,0,3.953702161967943,.3759993887672778,2.5719485,.0016838059546887,,.0002385493776634,,85.874855,48.190765,175.44153,.95547837,1.1564525,1.0849935,2.3636765,,1.0034045,1.0857196
1925,.5480982630986548,.247203893451432,.1632040675163032,.1165337944361902,.6058091286307054,115829,84290,.727710676946188,.7395189831447879,49256,.10855530290726,167863,1.449231194260505,1.380283923729122,13815,.1192706489739185,14.38921948594191,15.82613738728911,2.264779350541213,-.8565310492505529,.024896265560166,,,614.1,960.0937711386697,,,13,25,1,12.40702025191405,,3566,,28741.79236912156,,,,,6.66,4.68,1925,2,,2924,.591,20.21203830369357,.6459722374029949,3.195977702481146,.0334847019767001,.0520641017871368,.0648455688507197,.4057692400778051,2.7,.121,48.2,.2510373443983402,0,0,1925,-3.843847352024921,.2645,.1076977,.396,.221,.1231809,684,8.956595647115721,,,,,,,458273,79.69396166666667,91449,.007479578781616,,12,.0091241087728448,,21,530,257,720.7,,,0,,,0,3.956461680580856,.5520294120556796,2.5500054,.0017106711713545,,.0002438859799062,,87.79351,51.303322,174.84021,1.0159551,1.0223711,1.13555,2.0439026,,1.0028108,1.0820358
1926,.5425282050214018,.217402693788399,.1992130700617945,.1632040675163032,.6011673151750972,117397,85708,.7300697632818556,.7204784815941262,47335,.1078060631667899,180179,1.534783682717616,1.444272259605393,14955,.1273882637546104,14.69369003380413,15.51343221000044,6.008793356130915,2.591792656587488,.0252918287937743,,,651,1017.783821871477,,,13.5,25,1,12.04171574751621,,3592,,29829.63620230701,,,,,4.12,2.9,1926,1.5,,2930,.586,20,.6009023789991796,3.004511894995898,.0270446457526266,.0187428374004039,.0520641017871368,.7784447961561802,1,.143,51.4,.2782101167315175,0,0,1926,-.4605140186915884,.2645,.1076977,.396,.221,.1231809,445,8.980210621487741,,,,,,,456505,78.51888166666666,97885,.0045461510956735,,9,.0064552018403272,,4,839,265,1135,,,0,,,0,3.888557629240952,.824340082805862,2.4036095,.0017151962028253,,.0002749365638447,,84.210419,46.507912,177.03072,1.0026451,1.127316,1.1177168,1.9991789,,1.0026367,1.0790029
1927,.5671560832821196,.2350845628935669,.1544522672101402,.1992130700617945,.6279527559055118,119035,91692,.7702944512118285,.733652467788063,44105,.111506631901145,186856,1.569756794220187,1.499304024285481,14579,.1224765825177469,14.24548304847761,15.02001767969258,.5529953917050801,.3157894736842026,.0275590551181102,,,654.6,1023.412119503946,,,13.5,25,1,11.91961924907456,,3600,,30202.30700976042,,,,,5.5,3.9,1927,1.4,,2857,.578,20.23101155057753,.5999584803819804,2.965538717043803,.0068368369367371,.03507690762406,.0187428374004039,-.1342022547288907,-1.9,.445,50.8,.875984251968504,0,0,1927,1.425,.2135,.0809615,.396,.1325,.0776765,716,9.027136576345242,,,,,,,461410,73.38070833333333,96466,.0074223042315427,,13,.0092729017168566,,8,841,306,727.4,,,0,,,0,3.8762548830176,.8217608370786519,2.3655803,.0018158722467888,,.0003420811873465,,89.594406,43.096031,182.58139,1.0586965,1.2442186,1.114768,1.7733971,,1.0052254,1.0761654
1928,.5653216374269007,.2354776682314389,.1485184331330834,.1544522672101402,.6276803118908383,120509,92364,.766448978914438,.7486309675885776,45514,.1146460429757877,196715,1.632367706976242,1.546534844543638,14133,.1172775477350239,13.55905271258882,14.22186132020311,1.848457073021703,.8394543546694555,.0292397660818713,,,666.7,1042.329453213078,,,12,25,1,11.69525208739418,,3567,,30499.55634427684,,,,,6.66,4.74,1928,1.3,,2961,.656,22.15467747382641,.674064940402795,3.042540073982738,.0124901216164705,.0282097241733889,.03507690762406,-.0316239104205723,-1.3,.505,51.3,.9844054580896686,0,0,1928,.4500000000000001,.2135,.0809615,.396,.1325,.0776765,1012,9.072733604081984,,,,,,,466767,73.12742833333333,98305,.0102944916331824,,17,.0119060244932588,,10,1028,507,1653.2,,,0,,,0,3.873295770440382,.9862524721249064,2.3684752,.0018998270005404,,.0004127923224382,,88.61306,43.665657,188.72632,1.0462339,1.2067087,1.0529628,1.4253099,,1.0050511,1.0705712
